0,0
4EBP1pS65,0.82575834
RbpS807,0.9392874
MAPKpT202,1.3849095
MEKpS217,0.9552714
S6,1.9080071
PAI-1,1.1694803
AKTpS473,0.92589575
AMPKpT172,1.8811371
b-Catenin,1.1051855
BIM,1.9447
Caveolin,1.5822434
CyclinB1,1.4775206
CyclinD1,1.8420327
GSK3abpS21,1.432176
GSKpS9,0.9069437
IGFBP2,1.6493031
p38pT180,2.340389
p53,1.7530639
p70S6KpT389,0.7392924
SRCpY527,0.9990577
STAT3pY705,1.7843411
TSC2pT1462,2.0964353
YAPpS127,1.178731
ACC1,1.1228584
AKTpT308,0.97663724
AKT,1.8499388
b-CateninpS,2.0935442
Fibronectin,1.3061672
HSP27,1.8690017
IGF1R-beta,1.6336954
IRS1,1.3868499
p27,1.7435615
c-Myc,1.924026
SMAD3,1.5748217
STAT3,1.6264845
STAT5,1.2657682
STAT5pY694,1.0858345
COX2,2.3349116
PAX2,1.7199814
PLK1,0.9805025
YBIpS102,1.2193671
CHK2pT68,1.9261156
S6pS235,0.3218574
S6pS240,0.15837093
4EBP1pT37,0.7370829
Caspase9,1.3313165
a-tubulin,1.4256104
ATMpS1981,1.9064837
ATR,1.4916134
BAK,1.1038146
BCL-XL,1.7150171
BCL2,1.0609411
bRAF,1.8571873
c-JUNpS73,1.7415105
Casp9cAsp31,1.1194322
CHK1pS345,2.1048822
cRAFV,1.2105726
EGFRV,1.1576775
ELK1pS383,0.9921068
ERa,1.8754232
GATA3,0.96437746
GSK3ab,2.4790637
mTORpS2448,1.7357824
p21,0.90799284
STAT6pY641,1.6748716
TAZpS89,1.661376
XRCC1,1.1455493
PCNA,1.6680808
PDK1pS241,1.6753794
PI3Kp85,2.299178
PKCa,1.8856763
RAD51,1.7001755
SRCpY416,1.466478
4EBP1pT70,1.2663357
ACCpS79,1.7893596
Collagenase,1.8733795
CyclinE1,1.2809345
IRS1pS307,1.4951714
p38,1.2794389
SMAD3pS423,1.8501269
TSC2,1.683496
SRC,1.0279399
G2M,2.738608
G1arrest,0.9152883
G2arrest,2.159692
Sarrest,1.5376464
cellviab,0.95978564
aMEK,1.0505557
aAKT,1.0100747
aHDAC,1.9226482
aMDM2,1.0680306
aJAK,0.9714392
aBRAFm,1.1602432
aPKC,1.9023606
aSTAT3,2.0717995
amTOR,1.0770721
aPI3K,1.2054353
aCDK4,1.407575
aSRC,0.83707607
